"AtcoCode","TiplocCode","CrsCode","StationName","StationNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification",SV0000000000,"Latitude","Longitude"
"9100BAROW","BAROW","BIF","Barrow-in-Furness Rail Station","","U",319955,469932,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",SD1995569932,54.118999,-3.2261203
"9100BAROWOS","BAROWOS","BWS","Barrow upon Soar Rail Station","","U",457820,317200,"2003-11-04T00:00:00","2009-01-19T13:00:36",2,"rev",SK5782017200,52.749334,-1.1448430
"9100BARRY","BARRY","BRY","Barry Rail Station","","U",310700,167200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST1070067200,51.396781,-3.2849843
"9100BARRYDK","BARRYDK","BYD","Barry Docks Rail Station","","U",312400,167800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST1240067800,51.402440,-3.2607033
"9100BARRYIS","BARRYIS","BYI","Barry Island Rail Station","","U",311500,166700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST1150066700,51.392412,-3.2733634
"9100BARWHVN","BARWHVN","BAV","Barrow Haven Rail Station","","U",506200,423530,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev",TA0620023530,53.697419,-0.39295523
"9100BASILDN","BASILDN","BSO","Basildon Rail Station","","U",570368,188330,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",TQ7036888330,51.568105,0.45678887
"9100BATABAL","BATABAL","BBL","Bat & Ball Rail Station","","U",553100,156800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ5310056800,51.289759,0.19422749
"9100BATHSPA","BATHSPA","BTH","Bath Spa Rail Station","","U",375248,164353,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST7524864353,51.377685,-2.3570181
"9100BATLEY","BATLEY","BTL","Batley Rail Station","","U",424985,423790,"2003-11-04T00:00:00","2010-07-26T14:34:13",2,"rev",SE2498523790,53.709940,-1.6229525
"9100BATRSPK","BATRSPK","BAK","Battersea Park Rail Station","","U",528745,176960,"2003-11-04T00:00:00","2010-06-04T18:47:16",2,"rev",TQ2874576960,51.476958,-0.14753352
"9100BATTLE","BATTLE","BAT","Battle Rail Station","","U",575470,115569,"2005-04-21T00:00:00","2006-09-18T18:24:34",2,"rev",TQ7547015569,50.912914,0.49470279
"9100BAYFORD","BAYFORD","BAY","Bayford Rail Station","","U",531537,208274,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL3153708274,51.757715,-0.095610017
"9100BCHGRV","BCHGRV","BCG","Birchgrove Rail Station","","U",316711,180978,"2003-11-04T00:00:00","2009-11-12T15:42:53",2,"rev",ST1671180978,51.521555,-3.2018532
"9100BCKNHMH","BCKNHMH","BEC","Beckenham Hill Rail Station","","U",538040,171375,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev",TQ3804071375,51.424581,-0.015951111
"9100BCKNHMJ","BCKNHMJ","BKJ","Beckenham Junction Rail Station","","U",537395,169850,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ3739569850,51.411033,-0.025812822
"9100BCKNMJC","BCKNMJC","BKJ","Beckenham Junction Rail Station","","U",537380,169865,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ3738069865,51.411172,-0.026022560
"9100BCKWATR","BCKWATR","BAW","Blackwater Rail Station","","U",485320,159875,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev",SU8532059875,51.331580,-0.77674099
"9100BCKY","BCKY","BCK","Buckley Rail Station","","U",329500,363400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ2950063400,53.163034,-3.0559256
"9100BCNGNOS","BCNGNOS","BCH","Birchington-on-Sea Rail Station","","U",629849,169444,"2005-04-21T00:00:00","2006-09-18T18:24:34",2,"rev",TR2984969444,51.377491,1.3014085
"9100BCNSFLD","BCNSFLD","BCF","Beaconsfield Rail Station","","U",494004,191144,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU9400491144,51.611290,-0.64382225
"9100BCSTN","BCSTN","BCS","Bicester North Rail Station","","U",458550,223112,"2005-04-21T00:00:00","2006-09-18T18:24:34",2,"rev",SP5855023112,51.903481,-1.1503834
"9100BCSTRTN","BCSTRTN","BIT","Bicester Village Rail Station","","U",458675,221950,"2005-04-21T00:00:00","2015-05-18T17:02:59",3,"rev",SP5867521950,51.893022,-1.1487642
"9100BCWD","BCWD","BWO","Bricket Wood Rail Station","","U",513482,202017,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL1348202017,51.705426,-0.35911503
"9100BDHMPTN","BDHMPTN","BDH","Bedhampton Rail Station","","U",470781,106529,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",SU7078106529,50.853955,-0.99582837
"9100BDMNSTR","BDMNSTR","BMT","Bedminster Rail Station","","U",358800,171400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST5880071400,51.440086,-2.5941489
"9100BDSTON","BDSTON","BID","Bidston Rail Station","","U",328400,390800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ2840090800,53.409135,-3.0785605
"9100BEARLEY","BEARLEY","BER","Bearley Rail Station","","U",417149,260721,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",SP1714960721,52.244409,-1.7502553
"9100BEASDAL","BEASDAL","BSL","Beasdale Rail Station","","U",170900,785000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NM7090085000,56.899552,-5.7638013
"9100BEAULY","BEAULY","BEL","Beauly Rail Station","","U",252005,845807,"2003-11-04T00:00:00","2010-02-25T14:54:53",2,"rev",NH5200545807,57.478281,-4.4698657
"9100BEBNGTN","BEBNGTN","BEB","Bebington Rail Station","","U",333300,385000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ3330085000,53.357652,-3.0036346
"9100BECCLES","BECCLES","BCC","Beccles Rail Station","","U",642600,290500,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",TM4260090500,52.458521,1.5694934
"9100BEDFDM","BEDFDM","BDM","Bedford Rail Station","","U",504167,249744,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL0416749744,52.136186,-0.47944236
"9100BEDWRTH","BEDWRTH","BEH","Bedworth Rail Station","","U",436270,286952,"2003-11-04T00:00:00","2006-11-24T15:29:01",3,"rev",SP3627086952,52.479295,-1.4673921
"9100BEDYN","BEDYN","BDW","Bedwyn Rail Station","","U",428020,164586,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",SU2802064586,51.379638,-1.5987861
"9100BEKSBRN","BEKSBRN","BKS","Bekesbourne Rail Station","","U",618942,156029,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TR1894256029,51.261356,1.1367077
"9100BELM","BELM","BLM","Belmont Rail Station","","U",525545,162065,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ2554562065,51.343813,-0.19885512
"9100BELNGHM","BELNGHM","BGM","Bellingham Rail Station","","U",537780,172295,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ3778072295,51.432911,-0.019330805
"9100BELPER","BELPER","BLP","Belper Rail Station","","U",434808,347510,"2003-11-04T00:00:00","2011-11-03T16:09:31",3,"rev",SK3480847510,53.023757,-1.4825104
"9100BELVEDR","BELVEDR","BVD","Belvedere Rail Station","","U",549515,179215,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ4951579215,51.492117,0.15228610
"9100BEMPTON","BEMPTON","BEM","Bempton Rail Station","","U",519000,471730,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev",TA1900071730,54.127658,-0.18045684
"9100BENFLET","BENFLET","BEF","Benfleet Rail Station","","U",577733,185893,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ7773385893,51.543943,0.56171337
"9100BEREALS","BEREALS","BAS","Bere Alston Rail Station","","U",244000,67400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SX4400067400,50.485592,-4.2003544
"9100BEREFRS","BEREFRS","BFE","Bere Ferrers Rail Station","","U",245230,63545,"2003-11-04T00:00:00","2010-10-06T16:42:54",2,"rev",SX4523063545,50.451275,-4.1814342
"9100BERKHMD","BERKHMD","BKM","Berkhamsted Rail Station","","U",499336,208139,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SP9933608139,51.763132,-0.56201296
"9100BERMPK","BERMPK","BEP","Bermuda Park Rail Station","","U",435927,289412,"2015-03-31T11:04:00","2015-03-31T11:04:00",1,"rev",SP3592789412,52.501432,-1.4721776
"9100BERRYB","BERRYB","BBW","Berry Brow Rail Station","","U",413761,413853,"2003-11-04T00:00:00","2007-10-08T15:47:32",2,"rev",SE1376113853,53.621039,-1.7934321
"9100BERWICK","BERWICK","BRK","Berwick (Sussex) Rail Station","","U",552603,106774,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ5260306774,50.840377,0.16601761
"9100BESCRLA","BESCRLA","BES","Bescar Lane Rail Station","","U",339605,414535,"2003-11-04T00:00:00","2011-02-07T18:49:18",2,"rev",SD3960514535,53.623851,-2.9146105
"9100BESJOHN","BESJOHN","BSJ","Bedford St Johns Rail Station","","U",505000,249015,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL0500049015,52.129476,-0.46750101
"9100BESTON","BESTON","BEE","Beeston Rail Station","","U",453370,336220,"2003-11-04T00:00:00","2007-02-22T16:50:34",2,"rev",SK5337036220,52.920753,-1.2076579
"9100BETSYCD","BETSYCD","BYC","Betws-y-Coed Rail Station","","U",279500,356500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SH7950056500,53.092065,-3.8008613
"9100BEVERLY","BEVERLY","BEV","Beverley Rail Station","","U",503860,439600,"2003-11-04T00:00:00","2011-05-23T18:36:02",3,"rev",TA0386039600,53.842272,-0.42298011
"9100BEXHILL","BEXHILL","BEX","Bexhill Rail Station","","U",574495,107536,"2005-04-21T00:00:00","2007-02-13T17:06:21",3,"rev",TQ7449507536,50.841041,0.47701661
"9100BEXLEY","BEXLEY","BXY","Bexley Rail Station","","U",549380,173435,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ4938073435,51.440218,0.14790250
"9100BGLAN","BGLAN","BAJ","Baglan Rail Station","","U",274700,192300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SS7470092300,51.615539,-3.8111357
"9100BGOALAN","BGOALAN","BEA","Bridge of Allan Rail Station","","U",278530,697720,"2005-03-18T00:00:00","2006-09-18T18:24:34",2,"rev",NS7853097720,56.156634,-3.9572284
"9100BGRN","BGRN","BTG","Barnt Green Rail Station","","U",400610,273670,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SP0061073670,52.361087,-1.9924665
"9100BHAMINT","BHAMINT","BHI","Birmingham International Rail Station","","U",418728,283685,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP1872883685,52.450805,-1.7258567
"9100BHAMJEW","BHAMJEW","JEQ","Jewellery Quarter Rail Station","","U",405990,287950,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SP0599087950,52.489433,-1.9132128
"9100BHAMMRS","BHAMMRS","BMO","Birmingham Moor Street Rail Station","","U",407400,286800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP0740086800,52.479078,-1.8924725
"9100BHAMNWS","BHAMNWS","BHM","Birmingham New Street Rail Station","","U",406875,286659,"2003-11-04T00:00:00","2010-01-22T15:16:52",2,"rev",SP0687586659,52.477817,-1.9002054
"9100BHAMSNH","BHAMSNH","BSW","Birmingham Snow Hill Rail Station","","U",406950,287275,"2003-11-04T00:00:00","2010-01-04T15:34:25",2,"rev",SP0695087275,52.483354,-1.8990885
"9100BHILLPK","BHILLPK","BHK","Bush Hill Park Rail Station","","U",533700,195400,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3370095400,51.641517,-0.069221111
"9100BICKLEY","BICKLEY","BKL","Bickley Rail Station","","U",542370,168770,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ4237068770,51.400103,0.045240544
"9100BIGLSWD","BIGLSWD","BIW","Biggleswade Rail Station","","U",519241,244351,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL1924144351,52.084678,-0.26118719
"9100BILBROK","BILBROK","BBK","Bilbrook Rail Station","","U",387500,302900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ8750002900,52.623716,-2.1860877
"9100BILERCY","BILERCY","BIC","Billericay Rail Station","","U",567500,195000,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",TQ6750095000,51.628882,0.41862962
"9100BILSHST","BILSHST","BIG","Billingshurst Rail Station","","U",508803,125123,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ0880325123,51.015203,-0.45030222
"9100BINGHAM","BINGHAM","BIN","Bingham Rail Station","","U",470535,340160,"2003-11-04T00:00:00","2011-01-24T15:59:01",3,"rev",SK7053540160,52.954189,-0.95154330
"9100BIRCHWD","BIRCHWD","BWD","Birchwood Rail Station","","U",365180,390785,"2003-11-04T00:00:00","2011-03-24T17:35:58",2,"rev",SJ6518090785,53.412717,-2.5253079
"9100BIRKBCK","BIRKBCK","BIK","Birkbeck Rail Station","","U",535335,169000,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ3533569000,51.403890,-0.055738737
"9100BISHPTN","BISHPTN","BPT","Bishopton Rail Station","","U",243769,670509,"2003-11-04T00:00:00","2014-11-11T18:24:34",1,"rev",NS4376970509,55.902263,-4.5004864
"9100BISLND","BISLND","BTS","Burntisland Rail Station","","U",323300,685600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT2330085600,56.057079,-3.2331977
"9100BITERNE","BITERNE","BTE","Bitterne Rail Station","","U",443890,113380,"2003-11-04T00:00:00","2010-10-06T16:46:38",3,"rev",SU4389013380,50.918219,-1.3769995
"9100BKDLE","BKDLE","BDL","Birkdale Rail Station","","U",333018,415759,"2003-11-04T00:00:00","2008-11-12T18:03:59",2,"rev",SD3301815759,53.634048,-3.0144496
"9100BKHLS","BKHLS","BHS","Brockholes Rail Station","","U",415340,411180,"2003-11-04T00:00:00","2010-07-26T14:34:22",2,"rev",SE1534011180,53.596970,-1.7696912
"9100BKNELL","BKNELL","BUK","Bucknell Rail Station","","U",335577,273680,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev",SO3557773680,52.357377,-2.9473778
"9100BKNHRST","BKNHRST","BCU","Brockenhurst Rail Station","","U",430140,102008,"2003-11-04T00:00:00","2006-11-24T15:29:01",3,"rev",SU3014002008,50.816839,-1.5735310
"9100BKSWELL","BKSWELL","BKW","Berkswell Rail Station","","U",424400,277600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP2440077600,52.395879,-1.6428403
"9100BLAENAU","BLAENAU","BFF","Blaenau Ffestiniog Rail Station","","U",269984,345894,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SH6998445894,52.994547,-3.9385949
"9100BLAIRHL","BLAIRHL","BAI","Blairhill Rail Station","","U",272230,665585,"2003-11-04T00:00:00","2011-08-22T17:03:04",2,"rev",NS7223065585,55.866449,-4.0432902
"9100BLAKEDN","BLAKEDN","BKD","Blakedown Rail Station","","U",388065,278725,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",SO8806578725,52.406399,-2.1768654
"9100BLANTYR","BLANTYR","BLT","Blantyre Rail Station","","U",269265,657975,"2003-11-04T00:00:00","2011-08-22T17:03:04",3,"rev",NS6926557975,55.797324,-4.0869707
"9100BLARATH","BLARATH","BLA","Blair Atholl Rail Station","","U",287000,765300,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",NN8700065300,56.765545,-3.8502279
"9100BLAYDON","BLAYDON","BLO","Blaydon Rail Station","","U",418500,563500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NZ1850063500,54.965787,-1.7125807
"9100BLCHSRD","BLCHSRD","BHO","Blackhorse Road Rail Station","","U",535800,189345,"2003-11-04T00:00:00","2010-06-04T18:47:16",2,"rev",TQ3580089345,51.586604,-0.041235740
"9100BLCKPB","BLCKPB","BPB","Blackpool Pleasure Beach Rail Station","","U",330665,432919,"2003-11-04T00:00:00","2009-10-16T14:36:13",2,"rev",SD3066532919,53.787951,-3.0538759
"9100BLCKPLN","BLCKPLN","BPN","Blackpool North Rail Station","","U",331024,436693,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD3102436693,53.821913,-3.0492746
"9100BLCKS","BLCKS","BPS","Blackpool South Rail Station","","U",331008,434110,"2003-11-04T00:00:00","2009-10-16T14:36:31",2,"rev",SD3100834110,53.798699,-3.0489378
"9100BLEASBY","BLEASBY","BSB","Bleasby Rail Station","","U",470920,349865,"2003-11-04T00:00:00","2011-01-24T15:59:01",2,"rev",SK7092049865,53.041363,-0.94368748
"9100BLFR","BLFR","BFR","London Blackfriars Rail Station","","U",531714,180914,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3171480914,51.511808,-0.10333207
"9100BLGRVE","BLGRVE","BLG","Bellgrove Rail Station","","U",260865,664850,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev",NS6086564850,55.856703,-4.2243739
"9100BLIEURD","BLIEURD","BEU","Beaulieu Road Rail Station","","U",434957,106287,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",SU3495706287,50.855047,-1.5047495
"9100BLKB","BLKB","BBN","Blackburn Rail Station","","U",368500,427900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD6850027900,53.746514,-2.4791220
"9100BLKHTH","BLKHTH","BKH","Blackheath Rail Station","","U",539640,176005,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ3964076005,51.465795,0.0088718742
"9100BLKRDGE","BLKRDGE","BKR","Blackridge Rail Station","","U",290582,667064,"2010-09-27T10:44:16","2014-11-11T10:44:16",0,"new",NS9058267064,55.884250,-3.7507966
"9100BLKST","BLKST","BKT","Blake Street Rail Station","","U",410600,300800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK1060000800,52.604883,-1.8449144
"9100BLLVUE","BLLVUE","BLV","Belle Vue Rail Station","","U",388113,396196,"2003-11-04T00:00:00","2009-01-05T10:03:03",2,"rev",SJ8811396196,53.462373,-2.1805070
"9100BLNDLAC","BLNDLAC","BLN","Blundellsands & Crosby Rail Station","","U",331100,399500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ3110099500,53.487682,-3.0398597
"9100BLNGHM","BLNGHM","BIL","Billingham Rail Station","","U",446625,523620,"2003-11-04T00:00:00","2010-04-01T16:15:28",4,"rev",NZ4662523620,54.605605,-1.2797196
"9100BLOXN","BLOXN","BWN","Bloxwich North Rail Station","","U",398900,303075,"2003-11-04T00:00:00","2010-04-01T16:15:28",2,"rev",SJ9890003075,52.625435,-2.0176844
"9100BLOXWCH","BLOXWCH","BLX","Bloxwich Rail Station","","U",399320,302270,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",SJ9932002270,52.618199,-2.0114778
"9100BLRD","BLRD","BLK","Blackrod Rail Station","","U",362400,410700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD6240010700,53.591520,-2.5695239
"9100BLSHL","BLSHL","BLH","Bellshill Rail Station","","U",273245,660055,"2003-11-04T00:00:00","2011-08-22T17:03:04",2,"rev",NS7324560055,55.817062,-4.0244990
"9100BLTCHLY","BLTCHLY","BLY","Bletchley Rail Station","","U",486859,233741,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP8685933741,51.995333,-0.73632047
"9100BLTNODR","BLTNODR","BTD","Bolton-Upon-Dearne Rail Station","","U",445745,402695,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev",SE4574502695,53.518945,-1.3115461
"9100BLTRNAB","BLTRNAB","BEG","Beltring Rail Station","","U",568000,147800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ6800047800,51.204707,0.40349550
"9100BLYBDGE","BLYBDGE","BYB","Blythe Bridge Rail Station","","U",395600,341200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ9560041200,52.968141,-2.0669611
"9100BMBRBDG","BMBRBDG","BMB","Bamber Bridge Rail Station","","U",356500,425810,"2003-11-04T00:00:00","2011-02-07T18:49:18",2,"rev",SD5650025810,53.726865,-2.6607750
"9100BMHL","BMHL","BML","Bramhall Rail Station","","U",389210,384872,"2003-11-04T00:00:00","2009-01-05T10:03:52",2,"rev",SJ8921084872,53.360611,-2.1635926
"9100BMLY","BMLY","BMY","Bramley (Hants) Rail Station","","U",465518,159440,"2003-11-04T00:00:00","2011-05-23T18:36:02",3,"rev",SU6551859440,51.330292,-1.0610027
"9100BNBR","BNBR","BAN","Banbury Rail Station","","U",446160,240427,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",SP4616040427,52.060307,-1.3281328
"9100BNDON","BNDON","BND","Brandon Rail Station","","U",578447,287245,"2003-11-04T00:00:00","2006-11-24T15:29:01",3,"rev",TL7844787245,52.454006,0.62473176
"9100BNGY","BNGY","BIY","Bingley Rail Station","","U",410800,439165,"2003-11-04T00:00:00","2010-07-26T14:34:27",4,"rev",SE1080039165,53.848613,-1.8373223
"9100BNHAM","BNHAM","BNM","Burnham (Berks) Rail Station","","U",494008,181378,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU9400881378,51.523504,-0.64637380
"9100BNHL","BNHL","BNL","Barnhill Rail Station","","U",261025,667160,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev",NS6102567160,55.877488,-4.2230048
"9100BNKHALL","BNKHALL","BAH","Bank Hall Rail Station","","U",334496,393867,"2003-11-04T00:00:00","2008-11-12T18:03:42",2,"rev",SJ3449693867,53.437492,-2.9875114
"9100BNRHYDN","BNRHYDN","BEY","Ben Rhydding Rail Station","","U",413400,447750,"2003-11-04T00:00:00","2010-07-26T14:34:36",2,"rev",SE1340047750,53.925712,-1.7974301
"9100BNSBDGE","BNSBDGE","BNI","Barnes Bridge Rail Station","","U",521460,176230,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ2146076230,51.472007,-0.25263023
"9100BNSD","BNSD","BUD","Burneside (Cumbria) Rail Station","","U",350270,495765,"2003-11-04T00:00:00","2011-03-07T15:31:51",2,"rev",SD5027095765,54.354978,-2.7666769
"9100BNSLY","BNSLY","BNY","Barnsley Rail Station","","U",434735,406535,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev",SE3473506535,53.554299,-1.4771647
"9100BNTBY","BNTBY","BTB","Barnetby Rail Station","","U",505400,409900,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev",TA0540009900,53.575119,-0.40967969
"9100BNTEY","BNTEY","BTY","Bentley (Hants) Rail Station","","U",479211,143053,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev",SU7921143053,51.181231,-0.86812685
"9100BNTFORD","BNTFORD","BFD","Brentford Rail Station","","U",517460,177865,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ1746077865,51.487545,-0.30965099
"9100BNTHAM","BNTHAM","BEN","Bentham Rail Station","","U",366715,468970,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",SD6671568970,54.115516,-2.5106761
